"xPYMid","FKxPYMxPJGprojectionGroup","FKxPYMzMNTmonth","FKxPYMeENTbuilder","xPYMyear","Rep_YearID","Prior_Year_ID","xPYMdirtStartMan","xPYMdirtStartCalc","xPYMdirtStart","xPYMlotStartMan","xPYMlotStartCalc","xPYMlotStart","xPYMinvStart","xPYMsalesGoalLock","xPYMsalesGoal","xPYMsalesPlanLock","xPYMsalesPlan","xPYMsalesAct","xPYMsalesSupp","xPYMlotsDevPlanLock","xPYMlotsDevPlan","xPYMlotsDevAct","xPYMlotsDevSupp","xPYMdirtEndMan","xPYMdirtEndCal","xPYMdirtEnd","Expr1027","xPYMlotsEndCal","xPYMlotsEndMan","xPYMlotsEnd","xPYMlotsEndCalcSpec","xPYMlotsEndCalcAvail","xPYMinvEnd","xPYMclosingsGoalLock","xPYMclosingsGoal","xPYMclosingsPlanLock","xPYMclosingsPlan","xPYMclosingsAct","xPYMdigPlanLock","xPYMdigPlan","xPYMdigAct","xPYMtdownPlanLock","xPYMtdownPlan","xPYMtdownAct","xPYMtdownReqCP","xPYMstartsPlanLock","xPYMstartsPlan","xPYMstartsAct","xPYMlotRevA","xPYMhomeRevA","xPYMinvEndINT","xPYMinvEndEXT"
3468,53,8,188,2026,"53-188-2026-08","53-188-2026-07",,49,49,,22,22,71,,,,1,,,,,,,,49.00,49.00,,21.00,,"21",0,21,70.00,,,,,,,,,,,,,,,,,,70.00,0.00
3467,53,9,188,2026,"53-188-2026-09","53-188-2026-08",,49,49,,21,21,70,,,,1,,,,,,,,49.00,49.00,,20.00,,"20",0,20,69.00,,,,,,,,,,,,,,,,,,69.00,0.00
3466,53,10,188,2026,"53-188-2026-10","53-188-2026-09",,49,49,,20,20,69,,,,1,,,,,,,,49.00,49.00,,19.00,,"19",0,19,68.00,,,,,,,,,,,,,,,,,,68.00,0.00
3465,53,11,188,2026,"53-188-2026-11","53-188-2026-10",,49,49,,19,19,68,,,,1,,,,,,,,49.00,49.00,,18.00,,"18",0,18,67.00,,,,,,,,,,,,,,,,,,67.00,0.00
3464,53,12,188,2026,"53-188-2026-12","53-188-2026-11",,49,49,,18,18,67,,,,1,,,,,,,,49.00,49.00,,17.00,,"17",0,17,66.00,,,,,,,,,,,,,,,,,,66.00,0.00
3485,53,1,188,2027,"53-188-2027-01","53-188-2026-12",,49,49,,17,17,66,,,,,,,,,,,,49.00,49.00,,17.00,,"17",0,17,66.00,,,,,,,,,,,,,,,,,,66.00,0.00
3484,53,2,188,2027,"53-188-2027-02","53-188-2027-01",,49,49,,17,17,66,,,,1,,,,,,,,49.00,49.00,,16.00,,"16",0,16,65.00,,,,,,,,,,,,,,,,,,65.00,0.00
3483,53,3,188,2027,"53-188-2027-03","53-188-2027-02",,49,49,,16,16,65,,,,1,,,,,,,,49.00,49.00,,15.00,,"15",0,15,64.00,,,,,,,,,,,,,,,,,,64.00,0.00
3482,53,4,188,2027,"53-188-2027-04","53-188-2027-03",,49,49,,15,15,64,,,,1,,,,,,,,49.00,49.00,,14.00,,"14",0,14,63.00,,,,,,,,,,,,,,,,,,63.00,0.00
3475,53,5,188,2027,"53-188-2027-05","53-188-2027-04",,49,49,,14,14,63,,,,2,,,,,,,,49.00,49.00,,12.00,,"12",0,12,61.00,,,,,,,,,,,,,,,,,,61.00,0.00
3481,53,6,188,2027,"53-188-2027-06","53-188-2027-05",,49,49,,12,12,61,,,,2,,,,,,,,49.00,49.00,,10.00,,"10",0,10,59.00,,,,,,,,,,,,,,,,,,59.00,0.00
3486,53,7,188,2027,"53-188-2027-07","53-188-2027-06",,49,49,,10,10,59,,,,1,,,,,,,,49.00,49.00,,9.00,,"9",0,9,58.00,,,,,,,,,,,,,,,,,,58.00,0.00
3480,53,8,188,2027,"53-188-2027-08","53-188-2027-07",,49,49,,9,9,58,,,,1,,,,,,,,49.00,49.00,,8.00,,"8",0,8,57.00,,,,,,,,,,,,,,,,,,57.00,0.00
3479,53,9,188,2027,"53-188-2027-09","53-188-2027-08",,49,49,,8,8,57,,,,1,,,,,,,,49.00,49.00,,7.00,,"7",0,7,56.00,,,,,,,,,,,,,,,,,,56.00,0.00
3478,53,10,188,2027,"53-188-2027-10","53-188-2027-09",,49,49,,7,7,56,,,,,,,,,,,,49.00,49.00,,7.00,,"7",0,7,56.00,,,,,,,,,,,,,,,,,,56.00,0.00
3477,53,11,188,2027,"53-188-2027-11","53-188-2027-10",,49,49,,7,7,56,,,,1,,,,,,,,49.00,49.00,,6.00,,"6",0,6,55.00,,,,,,,,,,,,,,,,,,55.00,0.00
3476,53,12,188,2027,"53-188-2027-12","53-188-2027-11",,49,49,,6,6,55,,,,,,,,,,,,49.00,49.00,,6.00,,"6",0,6,55.00,,,,,,,,,,,,,,,,,,55.00,0.00
3497,53,1,188,2028,"53-188-2028-01","53-188-2027-12",,49,49,,6,6,55,,,,,,,,,,,,49.00,49.00,,6.00,,"6",0,6,55.00,,,,,,,,,,,,,,,,,,55.00,0.00
3496,53,2,188,2028,"53-188-2028-02","53-188-2028-01",,49,49,,6,6,55,,,,1,,,,,,,,49.00,49.00,,5.00,,"5",0,5,54.00,,,,,,,,,,,,,,,,,,54.00,0.00
3495,53,3,188,2028,"53-188-2028-03","53-188-2028-02",,49,49,,5,5,54,,,,1,,,,,,,,49.00,49.00,,4.00,,"4",0,4,53.00,,,,,,,,,,,,,,,,,,53.00,0.00
3494,53,4,188,2028,"53-188-2028-04","53-188-2028-03",,49,49,,4,4,53,,,,1,,,,,,,,49.00,49.00,,3.00,,"3",0,3,52.00,,,,,,,,,,,,,,,,,,52.00,0.00
3487,53,5,188,2028,"53-188-2028-05","53-188-2028-04",,49,49,,3,3,52,,,,2,,,,,,,,49.00,49.00,,1.00,,"1",0,1,50.00,,,,,,,,,,,,,,,,,,50.00,0.00
3493,53,6,188,2028,"53-188-2028-06","53-188-2028-05",,49,49,,1,1,50,,,,2,,,,12,,,,37.00,37.00,,11.00,,"11",0,11,48.00,,,,,,,,,,,,,,,,,,48.00,0.00
3498,53,7,188,2028,"53-188-2028-07","53-188-2028-06",,37,37,,11,11,48,,,,1,,,,,,,,37.00,37.00,,10.00,,"10",0,10,47.00,,,,,,,,,,,,,,,,,,47.00,0.00
3492,53,8,188,2028,"53-188-2028-08","53-188-2028-07",,37,37,,10,10,47,,,,1,,,,,,,,37.00,37.00,,9.00,,"9",0,9,46.00,,,,,,,,,,,,,,,,,,46.00,0.00
3491,53,9,188,2028,"53-188-2028-09","53-188-2028-08",,37,37,,9,9,46,,,,1,,,,,,,,37.00,37.00,,8.00,,"8",0,8,45.00,,,,,,,,,,,,,,,,,,45.00,0.00
3490,53,10,188,2028,"53-188-2028-10","53-188-2028-09",,37,37,,8,8,45,,,,,,,,,,,,37.00,37.00,,8.00,,"8",0,8,45.00,,,,,,,,,,,,,,,,,,45.00,0.00
3489,53,11,188,2028,"53-188-2028-11","53-188-2028-10",,37,37,,8,8,45,,,,1,,,,,,,,37.00,37.00,,7.00,,"7",0,7,44.00,,,,,,,,,,,,,,,,,,44.00,0.00
3488,53,12,188,2028,"53-188-2028-12","53-188-2028-11",,37,37,,7,7,44,,,,,,,,,,,,37.00,37.00,,7.00,,"7",0,7,44.00,,,,,,,,,,,,,,,,,,44.00,0.00
3509,53,1,188,2029,"53-188-2029-01","53-188-2028-12",,37,37,,7,7,44,,,,,,,,,,,,37.00,37.00,,7.00,,"7",0,7,44.00,,,,,,,,,,,,,,,,,,44.00,0.00
3508,53,2,188,2029,"53-188-2029-02","53-188-2029-01",,37,37,,7,7,44,,,,1,,,,,,,,37.00,37.00,,6.00,,"6",0,6,43.00,,,,,,,,,,,,,,,,,,43.00,0.00
3507,53,3,188,2029,"53-188-2029-03","53-188-2029-02",,37,37,,6,6,43,,,,1,,,,,,,,37.00,37.00,,5.00,,"5",0,5,42.00,,,,,,,,,,,,,,,,,,42.00,0.00
3506,53,4,188,2029,"53-188-2029-04","53-188-2029-03",,37,37,,5,5,42,,,,1,,,,,,,,37.00,37.00,,4.00,,"4",0,4,41.00,,,,,,,,,,,,,,,,,,41.00,0.00
3499,53,5,188,2029,"53-188-2029-05","53-188-2029-04",,37,37,,4,4,41,,,,2,,,,,,,,37.00,37.00,,2.00,,"2",0,2,39.00,,,,,,,,,,,,,,,,,,39.00,0.00
3505,53,6,188,2029,"53-188-2029-06","53-188-2029-05",,37,37,,2,2,39,,,,2,,,,10,,,,27.00,27.00,,10.00,,"10",0,10,37.00,,,,,,,,,,,,,,,,,,37.00,0.00
3510,53,7,188,2029,"53-188-2029-07","53-188-2029-06",,27,27,,10,10,37,,,,1,,,,,,,,27.00,27.00,,9.00,,"9",0,9,36.00,,,,,,,,,,,,,,,,,,36.00,0.00
3504,53,8,188,2029,"53-188-2029-08","53-188-2029-07",,27,27,,9,9,36,,,,1,,,,,,,,27.00,27.00,,8.00,,"8",0,8,35.00,,,,,,,,,,,,,,,,,,35.00,0.00
3503,53,9,188,2029,"53-188-2029-09","53-188-2029-08",,27,27,,8,8,35,,,,1,,,,,,,,27.00,27.00,,7.00,,"7",0,7,34.00,,,,,,,,,,,,,,,,,,34.00,0.00
3502,53,10,188,2029,"53-188-2029-10","53-188-2029-09",,27,27,,7,7,34,,,,,,,,,,,,27.00,27.00,,7.00,,"7",0,7,34.00,,,,,,,,,,,,,,,,,,34.00,0.00
3501,53,11,188,2029,"53-188-2029-11","53-188-2029-10",,27,27,,7,7,34,,,,1,,,,,,,,27.00,27.00,,6.00,,"6",0,6,33.00,,,,,,,,,,,,,,,,,,33.00,0.00
3500,53,12,188,2029,"53-188-2029-12","53-188-2029-11",,27,27,,6,6,33,,,,,,,,,,,,27.00,27.00,,6.00,,"6",0,6,33.00,,,,,,,,,,,,,,,,,,33.00,0.00
3521,53,1,188,2030,"53-188-2030-01","53-188-2029-12",,27,27,,6,6,33,,,,,,,,,,,,27.00,27.00,,6.00,,"6",0,6,33.00,,,,,,,,,,,,,,,,,,33.00,0.00
3520,53,2,188,2030,"53-188-2030-02","53-188-2030-01",,27,27,,6,6,33,,,,1,,,,,,,,27.00,27.00,,5.00,,"5",0,5,32.00,,,,,,,,,,,,,,,,,,32.00,0.00
3519,53,3,188,2030,"53-188-2030-03","53-188-2030-02",,27,27,,5,5,32,,,,1,,,,,,,,27.00,27.00,,4.00,,"4",0,4,31.00,,,,,,,,,,,,,,,,,,31.00,0.00
3518,53,4,188,2030,"53-188-2030-04","53-188-2030-03",,27,27,,4,4,31,,,,1,,,,,,,,27.00,27.00,,3.00,,"3",0,3,30.00,,,,,,,,,,,,,,,,,,30.00,0.00
3511,53,5,188,2030,"53-188-2030-05","53-188-2030-04",,27,27,,3,3,30,,,,2,,,,,,,,27.00,27.00,,1.00,,"1",0,1,28.00,,,,,,,,,,,,,,,,,,28.00,0.00
3517,53,6,188,2030,"53-188-2030-06","53-188-2030-05",,27,27,,1,1,28,,,,2,,,,14,,,,13.00,13.00,,13.00,,"13",0,13,26.00,,,,,,,,,,,,,,,,,,26.00,0.00
3522,53,7,188,2030,"53-188-2030-07","53-188-2030-06",,13,13,,13,13,26,,,,1,,,,,,,,13.00,13.00,,12.00,,"12",0,12,25.00,,,,,,,,,,,,,,,,,,25.00,0.00
3516,53,8,188,2030,"53-188-2030-08","53-188-2030-07",,13,13,,12,12,25,,,,1,,,,,,,,13.00,13.00,,11.00,,"11",0,11,24.00,,,,,,,,,,,,,,,,,,24.00,0.00
3515,53,9,188,2030,"53-188-2030-09","53-188-2030-08",,13,13,,11,11,24,,,,1,,,,,,,,13.00,13.00,,10.00,,"10",0,10,23.00,,,,,,,,,,,,,,,,,,23.00,0.00
3514,53,10,188,2030,"53-188-2030-10","53-188-2030-09",,13,13,,10,10,23,,,,,,,,,,,,13.00,13.00,,10.00,,"10",0,10,23.00,,,,,,,,,,,,,,,,,,23.00,0.00
3513,53,11,188,2030,"53-188-2030-11","53-188-2030-10",,13,13,,10,10,23,,,,1,,,,,,,,13.00,13.00,,9.00,,"9",0,9,22.00,,,,,,,,,,,,,,,,,,22.00,0.00
3512,53,12,188,2030,"53-188-2030-12","53-188-2030-11",,13,13,,9,9,22,,,,,,,,,,,,13.00,13.00,,9.00,,"9",0,9,22.00,,,,,,,,,,,,,,,,,,22.00,0.00
3533,53,1,188,2031,"53-188-2031-01","53-188-2030-12",,13,13,,9,9,22,,,,,,,,,,,,13.00,13.00,,9.00,,"9",0,9,22.00,,,,,,,,,,,,,,,,,,22.00,0.00
3532,53,2,188,2031,"53-188-2031-02","53-188-2031-01",,13,13,,9,9,22,,,,1,,,,,,,,13.00,13.00,,8.00,,"8",0,8,21.00,,,,,,,,,,,,,,,,,,21.00,0.00
3531,53,3,188,2031,"53-188-2031-03","53-188-2031-02",,13,13,,8,8,21,,,,1,,,,,,,,13.00,13.00,,7.00,,"7",0,7,20.00,,,,,,,,,,,,,,,,,,20.00,0.00
3530,53,4,188,2031,"53-188-2031-04","53-188-2031-03",,13,13,,7,7,20,,,,1,,,,13,,,,0.00,0.00,,19.00,,"19",0,19,19.00,,,,,,,,,,,,,,,,,,19.00,0.00
3523,53,5,188,2031,"53-188-2031-05","53-188-2031-04",,0,0,,19,19,19,,,,2,,,,,,,,0.00,0.00,,17.00,,"17",0,17,17.00,,,,,,,,,,,,,,,,,,17.00,0.00
3529,53,6,188,2031,"53-188-2031-06","53-188-2031-05",,0,0,,17,17,17,,,,2,,,,,,,,0.00,0.00,,15.00,,"15",0,15,15.00,,,,,,,,,,,,,,,,,,15.00,0.00
3534,53,7,188,2031,"53-188-2031-07","53-188-2031-06",,0,0,,15,15,15,,,,1,,,,,,,,0.00,0.00,,14.00,,"14",0,14,14.00,,,,,,,,,,,,,,,,,,14.00,0.00
3528,53,8,188,2031,"53-188-2031-08","53-188-2031-07",,0,0,,14,14,14,,,,1,,,,,,,,0.00,0.00,,13.00,,"13",0,13,13.00,,,,,,,,,,,,,,,,,,13.00,0.00
3527,53,9,188,2031,"53-188-2031-09","53-188-2031-08",,0,0,,13,13,13,,,,1,,,,,,,,0.00,0.00,,12.00,,"12",0,12,12.00,,,,,,,,,,,,,,,,,,12.00,0.00
3526,53,10,188,2031,"53-188-2031-10","53-188-2031-09",,0,0,,12,12,12,,,,,,,,,,,,0.00,0.00,,12.00,,"12",0,12,12.00,,,,,,,,,,,,,,,,,,12.00,0.00
3525,53,11,188,2031,"53-188-2031-11","53-188-2031-10",,0,0,,12,12,12,,,,1,,,,,,,,0.00,0.00,,11.00,,"11",0,11,11.00,,,,,,,,,,,,,,,,,,11.00,0.00
3524,53,12,188,2031,"53-188-2031-12","53-188-2031-11",,0,0,,11,11,11,,,,,,,,,,,,0.00,0.00,,11.00,,"11",0,11,11.00,,,,,,,,,,,,,,,,,,11.00,0.00
18825,53,1,188,2032,"53-188-2032-01","53-188-2031-12",,0,0,,11,11,11,,,,,,,,,,,,0.00,0.00,,11.00,,"11",0,11,11.00,,,,,,,,,,,,,,,,,,11.00,0.00
18824,53,2,188,2032,"53-188-2032-02","53-188-2032-01",,0,0,,11,11,11,,,,1,,,,,,,,0.00,0.00,,10.00,,"10",0,10,10.00,,,,,,,,,,,,,,,,,,10.00,0.00
18823,53,3,188,2032,"53-188-2032-03","53-188-2032-02",,0,0,,10,10,10,,,,1,,,,,,,,0.00,0.00,,9.00,,"9",0,9,9.00,,,,,,,,,,,,,,,,,,9.00,0.00
18822,53,4,188,2032,"53-188-2032-04","53-188-2032-03",,0,0,,9,9,9,,,,1,,,,,,,,0.00,0.00,,8.00,,"8",0,8,8.00,,,,,,,,,,,,,,,,,,8.00,0.00
18821,53,5,188,2032,"53-188-2032-05","53-188-2032-04",,0,0,,8,8,8,,,,2,,,,,,,,0.00,0.00,,6.00,,"6",0,6,6.00,,,,,,,,,,,,,,,,,,6.00,0.00
18815,53,6,188,2032,"53-188-2032-06","53-188-2032-05",,0,0,,6,6,6,,,,2,,,,,,,,0.00,0.00,,4.00,,"4",0,4,4.00,,,,,,,,,,,,,,,,,,4.00,0.00
18820,53,7,188,2032,"53-188-2032-07","53-188-2032-06",,0,0,,4,4,4,,,,1,,,,,,,,0.00,0.00,,3.00,,"3",0,3,3.00,,,,,,,,,,,,,,,,,,3.00,0.00
18826,53,8,188,2032,"53-188-2032-08","53-188-2032-07",,0,0,,3,3,3,,,,1,,,,,,,,0.00,0.00,,2.00,,"2",0,2,2.00,,,,,,,,,,,,,,,,,,2.00,0.00
18819,53,9,188,2032,"53-188-2032-09","53-188-2032-08",,0,0,,2,2,2,,,,1,,,,,,,,0.00,0.00,,1.00,,"1",0,1,1.00,,,,,,,,,,,,,,,,,,1.00,0.00
18818,53,10,188,2032,"53-188-2032-10","53-188-2032-09",,0,0,,1,1,1,,,,,,,,,,,,0.00,0.00,,1.00,,"1",0,1,1.00,,,,,,,,,,,,,,,,,,1.00,0.00
18817,53,11,188,2032,"53-188-2032-11","53-188-2032-10",,0,0,,1,1,1,,,,1,,,,,,,,0.00,0.00,,0.00,,"0",0,0,0.00,,,,,,,,,,,,,,,,,,0.00,0.00
18816,53,12,188,2032,"53-188-2032-12","53-188-2032-11",,0,0,,0,0,0,,,,,,,,,,,,0.00,0.00,,0.00,,"0",0,0,0.00,,,,,,,,,,,,,,,,,,0.00,0.00
793,53,1,189,2021,"53-189-2021-01","53-189-2020-12",112,,112,0,,0,112,,,,,,,,,,,,112.00,112.00,,0.00,,"0",0,0,112.00,,,,,,,,,,,,,,,,,,112.00,0.00
794,53,2,189,2021,"53-189-2021-02","53-189-2021-01",,112,112,,0,0,112,,,,,,,,,,,,112.00,112.00,,0.00,,"0",0,0,112.00,,,,,,,,,,,,,,,,,,112.00,0.00
795,53,3,189,2021,"53-189-2021-03","53-189-2021-02",,112,112,,0,0,112,,,,,,,,,,,,112.00,112.00,,0.00,,"0",0,0,112.00,,,,,,,,,,,,,,,,,,112.00,0.00
796,53,4,189,2021,"53-189-2021-04","53-189-2021-03",,112,112,,0,0,112,,,,,,,,,,,,112.00,112.00,,0.00,,"0",0,0,112.00,,,,,,,,,,,,,,,,,,112.00,0.00
797,53,5,189,2021,"53-189-2021-05","53-189-2021-04",,112,112,,0,0,112,,,,,,,,,,,,112.00,112.00,,0.00,,"0",0,0,112.00,,,,,,,,,,,,,,,,,,112.00,0.00
798,53,6,189,2021,"53-189-2021-06","53-189-2021-05",,112,112,,0,0,112,,,,,,,,,,,,112.00,112.00,,0.00,,"0",0,0,112.00,,,,,,,,,,,,,,,,,,112.00,0.00
799,53,7,189,2021,"53-189-2021-07","53-189-2021-06",,112,112,,0,0,112,,,,,,,,,,,,112.00,112.00,,0.00,,"0",0,0,112.00,,,,,,,,,,,,,,,,,,112.00,0.00
800,53,8,189,2021,"53-189-2021-08","53-189-2021-07",,112,112,,0,0,112,,,,,,,,,,,,112.00,112.00,,0.00,,"0",0,0,112.00,,,,,,,,,,,,,,,,,,112.00,0.00
801,53,9,189,2021,"53-189-2021-09","53-189-2021-08",,112,112,,0,0,112,,,,,,,,,,,,112.00,112.00,,0.00,,"0",0,0,112.00,,,,,,,,,,,,,,,,,,112.00,0.00
802,53,10,189,2021,"53-189-2021-10","53-189-2021-09",,112,112,,0,0,112,,,,,,,,,,,,112.00,112.00,,0.00,,"0",0,0,112.00,,,,,,,,,,,,,,,,,,112.00,0.00
803,53,11,189,2021,"53-189-2021-11","53-189-2021-10",,112,112,,0,0,112,,,,,,,,,,,,112.00,112.00,,0.00,,"0",0,0,112.00,,,,,,,,,,,,,,,,,,112.00,0.00
804,53,12,189,2021,"53-189-2021-12","53-189-2021-11",,112,112,,0,0,112,,,,,,,,,,,,112.00,112.00,,0.00,,"0",0,0,112.00,,,,,,1,,1,,,,,,1,,,,112.00,0.00
3317,53,1,189,2022,"53-189-2022-01","53-189-2021-12",,112,112,,0,0,112,,,,,,,,,,,,112.00,112.00,,0.00,,"0",0,0,112.00,,,,,,,,,,,,,,,,,,112.00,0.00
3316,53,2,189,2022,"53-189-2022-02","53-189-2022-01",,112,112,,0,0,112,,,,,,,,,,,,112.00,112.00,,0.00,,"0",0,0,112.00,,,,,,,,,,,,,,,,,,112.00,0.00
3315,53,3,189,2022,"53-189-2022-03","53-189-2022-02",,112,112,,0,0,112,,,,,,,,,,,,112.00,112.00,,0.00,,"0",0,0,112.00,,,,,,,,,,,,,,,,,,112.00,0.00
3314,53,4,189,2022,"53-189-2022-04","53-189-2022-03",,112,112,,0,0,112,,,,,,,,,,,,112.00,112.00,,0.00,,"0",0,0,112.00,,,,,,,,,,,,,,,,,,112.00,0.00
3313,53,5,189,2022,"53-189-2022-05","53-189-2022-04",,112,112,,0,0,112,,,,,,,,16,,,,96.00,96.00,,16.00,,"16",0,0,112.00,,,,,,,,,,,,,,,,,,112.00,0.00
3312,53,6,189,2022,"53-189-2022-06","53-189-2022-05",,96,96,,16,16,112,,,,,,,,,,,,96.00,96.00,,16.00,,"16",0,0,112.00,,,,,,,,,,,,,,,,,,112.00,0.00
3307,53,7,189,2022,"53-189-2022-07","53-189-2022-06",,96,96,,16,16,112,,,,,,,,,,,,96.00,96.00,,16.00,,"16",0,0,112.00,,,,,,,,,,,,,,,,,,112.00,0.00
3311,53,8,189,2022,"53-189-2022-08","53-189-2022-07",,96,96,,16,16,112,,,,,,,,,,,,96.00,96.00,,16.00,,"16",0,0,112.00,,,,,,,,,,,,,,,,,,112.00,0.00
3318,53,9,189,2022,"53-189-2022-09","53-189-2022-08",,96,96,,16,16,112,,,,,,,,,,,,96.00,96.00,,16.00,,"16",0,0,112.00,,,,,,,,,,,,,,,,,,112.00,0.00
3310,53,10,189,2022,"53-189-2022-10","53-189-2022-09",,96,96,,16,16,112,,,,,,,,,,,,96.00,96.00,,16.00,,"16",0,0,112.00,,,,,,,,,,,,,,,1,,,112.00,0.00
3309,53,11,189,2022,"53-189-2022-11","53-189-2022-10",,96,96,,16,16,112,,,,,,,,,,,,96.00,96.00,,16.00,,"16",0,0,112.00,,,,,,,,,,,,,,,1,,,112.00,0.00
3308,53,12,189,2022,"53-189-2022-12","53-189-2022-11",,96,96,,16,16,112,,,,,,,,,,,,96.00,96.00,,16.00,,"16",0,0,112.00,,,,,,,,,,,,,,,,,,112.00,0.00
3329,53,1,189,2023,"53-189-2023-01","53-189-2022-12",,96,96,,16,16,112,,,,1,1,,,,,,,96.00,96.00,,15.00,,"15",3,12,111.00,,,,,,1,,,,,,,,1,1,,,111.00,0.00
3328,53,2,189,2023,"53-189-2023-02","53-189-2023-01",,96,96,,15,15,111,,,,,,,,,,,,96.00,96.00,,15.00,,"15",3,12,111.00,,,,,,,,,,,,,,,,,,111.00,0.00
3327,53,3,189,2023,"53-189-2023-03","53-189-2023-02",,96,96,,15,15,111,,,,2,2,,,,,,,96.00,96.00,,13.00,,"13",1,12,109.00,,,,,,,,,,,,,,,,,,109.00,0.00
3326,53,4,189,2023,"53-189-2023-04","53-189-2023-03",,96,96,,13,13,109,1,,1,2,2,,,,,,,96.00,96.00,,11.00,,"11",1,10,107.00,,,,,,,,,,,,,,,,,,107.00,0.00
3325,53,5,189,2023,"53-189-2023-05","53-189-2023-04",,96,96,,11,11,107,1,,1,1,1,,,,,,,96.00,96.00,,10.00,,"10",1,9,106.00,,,,,,1,,,,,,,,1,1,,,106.00,0.00
3324,53,6,189,2023,"53-189-2023-06","53-189-2023-05",,96,96,,10,10,106,,,,1,1,,,,,,,96.00,96.00,,9.00,,"9",1,8,105.00,1,,1,,2,1,,,,,,,,1,3,,,105.00,0.00
3319,53,7,189,2023,"53-189-2023-07","53-189-2023-06",,96,96,,9,9,105,1,,1,,,,,,,,,96.00,96.00,,9.00,,"9",3,6,105.00,1,,1,,1,1,,,,,,,,1,2,,,105.00,0.00
3323,53,8,189,2023,"53-189-2023-08","53-189-2023-07",,96,96,,9,9,105,2,,2,,,,,,,,,96.00,96.00,,9.00,,"9",4,5,105.00,1,,1,,,1,,,,,,,,1,2,,,105.00,0.00
3330,53,9,189,2023,"53-189-2023-09","53-189-2023-08",,96,96,,9,9,105,1,,1,,,,,,,,,96.00,96.00,,9.00,,"9",4,5,105.00,,,,,1,1,,,,,,,,1,,,,105.00,0.00
3322,53,10,189,2023,"53-189-2023-10","53-189-2023-09",,96,96,,9,9,105,2,,2,1,1,,,,,,,96.00,96.00,,8.00,,"8",5,3,104.00,,,,,,,,,,,,,,,1,,,104.00,0.00
3321,53,11,189,2023,"53-189-2023-11","53-189-2023-10",,96,96,,8,8,104,,,,1,1,,,,,,,96.00,96.00,,7.00,,"7",5,2,103.00,1,,1,,2,1,,,,,,,,1,1,,,103.00,0.00
3320,53,12,189,2023,"53-189-2023-12","53-189-2023-11",,96,96,,7,7,103,,,,2,2,,,,,,,96.00,96.00,,5.00,,"5",4,1,101.00,2,,2,,1,1,,,,,,,,1,1,,,101.00,0.00
3341,53,1,189,2024,"53-189-2024-01","53-189-2023-12",,96,96,,5,5,101,,,,,,,,,,,,96.00,96.00,,5.00,,"5",5,0,101.00,,,,,2,,,,,,,,,,1,,,101.00,0.00
3340,53,2,189,2024,"53-189-2024-02","53-189-2024-01",,96,96,,5,5,101,,,1,2,2,,,,,,,96.00,96.00,,3.00,,"3",3,0,99.00,,,,,,,,,,,,,,,1,,,99.00,0.00
3339,53,3,189,2024,"53-189-2024-03","53-189-2024-02",,96,96,,3,3,99,,,,1,1,,,,,,,96.00,96.00,,2.00,,"2",2,0,98.00,,,,,1,,,,,,,,,,,,,98.00,0.00
3338,53,4,189,2024,"53-189-2024-04","53-189-2024-03",,96,96,,2,2,98,,,1,2,2,,,,,,,96.00,96.00,,0.00,,"0",0,0,96.00,,,,,,,,,,,,,,,,,,96.00,0.00
3337,53,5,189,2024,"53-189-2024-05","53-189-2024-04",,96,96,,0,0,96,,,1,,,,,,,,,96.00,96.00,,0.00,,"0",0,0,96.00,,,,,2,,,,,,,,,,,,,96.00,0.00
3336,53,6,189,2024,"53-189-2024-06","53-189-2024-05",,96,96,,0,0,96,,,,,,,,,,,,96.00,96.00,,0.00,,"0",0,0,96.00,,,,,2,,,,,,,,,,,,,96.00,0.00
3331,53,7,189,2024,"53-189-2024-07","53-189-2024-06",,96,96,,0,0,96,,,2,,,,,,,,,96.00,96.00,,0.00,,"0",0,0,96.00,,,,,2,,,,,,,,,,,,,96.00,0.00
3335,53,8,189,2024,"53-189-2024-08","53-189-2024-07",,96,96,,0,0,96,,,1,,,,,,,,,96.00,96.00,,0.00,,"0",0,0,96.00,,,,,,,,,,,,,,,,,,96.00,0.00
3342,53,9,189,2024,"53-189-2024-09","53-189-2024-08",,96,96,,0,0,96,,,,,,,,,,,,96.00,96.00,,0.00,,"0",0,0,96.00,,,,,,,,,,,,,,,,,,96.00,0.00
3334,53,10,189,2024,"53-189-2024-10","53-189-2024-09",,96,96,,0,0,96,,,1,,,,,,,,,96.00,96.00,,0.00,,"0",0,0,96.00,,,,,,,,,,,,,,,,,,96.00,0.00
3333,53,11,189,2024,"53-189-2024-11","53-189-2024-10",,96,96,,0,0,96,,,1,,,,,,,,,96.00,96.00,,0.00,,"0",0,0,96.00,,,,,,,,,,,,,,,,,,96.00,0.00
3332,53,12,189,2024,"53-189-2024-12","53-189-2024-11",,96,96,,0,0,96,,,1,,,,,,,,,96.00,96.00,,0.00,,"0",0,0,96.00,,,,,,,,,,,,,,,,,,96.00,0.00
3353,53,1,189,2025,"53-189-2025-01","53-189-2024-12",,96,96,,0,0,96,,,,,,,,,,,,96.00,96.00,,0.00,,"0",0,0,96.00,,,,,,,,,,,,,,,,,,96.00,0.00
3352,53,2,189,2025,"53-189-2025-02","53-189-2025-01",,96,96,,0,0,96,,,,,,,,,,,,96.00,96.00,,0.00,,"0",0,0,96.00,,,,,,,,,,,,,,,,,,96.00,0.00
