"xPYMid","SchoolDistrict","SchoolDistrictShort","SchoolDistrictQuality","County","Developer","Development","InternalExternal","InternalExternalShort","LotType","LotTypeShort","Builder","BuilderShort","xPJGid","Year","MonthNoMonthShort","MonthNo","Month","MonthShort","DirtStart","LotStart","LotStartSpec","LotStartLot","InventoryStart","SalesPlan","LotsDeveloped","LotsDevelopedToDate","LotsDevelopedFuture","LotsCurrent","SalesPlanLocked","SalesAct","SalesPlanVar","DirtEnd","LotsEnd","LotsEndSpec","LotsEndLot","InventoryEnd","ProjectionGroupStatus"
36894,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","Interra Homes","INT",65,2029,"4-Apr",4,"April","Apr",0,7,0.00,7.00,7,1.00,0.00,0,0,7.00,0.00,0.00,1.00,0.00,6.00,0.00,6.00,6.00,"Active"
36953,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","JTB Homes","JTB",65,2029,"5-May",5,"May","May",0,7,0.00,7.00,7,1.00,0.00,0,0,7.00,0.00,0.00,1.00,0.00,6.00,0.00,6.00,6.00,"Active"
36893,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","Interra Homes","INT",65,2029,"5-May",5,"May","May",0,6,0.00,6.00,6,1.00,0.00,0,0,6.00,0.00,0.00,1.00,0.00,5.00,0.00,5.00,5.00,"Active"
36958,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","JTB Homes","JTB",65,2029,"6-Jun",6,"June","Jun",0,6,0.00,6.00,6,0.00,0.00,0,0,6.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,6.00,"Active"
36898,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","Interra Homes","INT",65,2029,"6-Jun",6,"June","Jun",0,5,0.00,5.00,5,0.00,0.00,0,0,5.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,5.00,"Active"
36949,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","JTB Homes","JTB",65,2029,"7-Jul",7,"July","Jul",0,6,0.00,6.00,6,0.00,0.00,0,0,6.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,6.00,"Active"
36889,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","Interra Homes","INT",65,2029,"7-Jul",7,"July","Jul",0,5,0.00,5.00,5,0.00,0.00,0,0,5.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,5.00,"Active"
36952,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","JTB Homes","JTB",65,2029,"8-Aug",8,"August","Aug",0,6,0.00,6.00,6,0.00,0.00,0,0,6.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,6.00,"Active"
36892,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","Interra Homes","INT",65,2029,"8-Aug",8,"August","Aug",0,5,0.00,5.00,5,0.00,0.00,0,0,5.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,5.00,"Active"
36951,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","JTB Homes","JTB",65,2029,"9-Sep",9,"September","Sep",0,6,0.00,6.00,6,1.00,0.00,0,0,6.00,0.00,0.00,1.00,0.00,5.00,0.00,5.00,5.00,"Active"
36891,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","Interra Homes","INT",65,2029,"9-Sep",9,"September","Sep",0,5,0.00,5.00,5,1.00,0.00,0,0,5.00,0.00,0.00,1.00,0.00,4.00,0.00,4.00,4.00,"Active"
36948,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","JTB Homes","JTB",65,2029,"10-Oct",10,"October","Oct",0,5,0.00,5.00,5,0.00,0.00,0,0,5.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,5.00,"Active"
36888,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","Interra Homes","INT",65,2029,"10-Oct",10,"October","Oct",0,4,0.00,4.00,4,0.00,0.00,0,0,4.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,"Active"
36950,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","JTB Homes","JTB",65,2029,"11-Nov",11,"November","Nov",0,5,0.00,5.00,5,1.00,0.00,0,0,5.00,0.00,0.00,1.00,0.00,4.00,0.00,4.00,4.00,"Active"
36890,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","Interra Homes","INT",65,2029,"11-Nov",11,"November","Nov",0,4,0.00,4.00,4,1.00,0.00,0,0,4.00,0.00,0.00,1.00,0.00,3.00,0.00,3.00,3.00,"Active"
36959,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","JTB Homes","JTB",65,2029,"12-Dec",12,"December","Dec",0,4,0.00,4.00,4,0.00,0.00,0,0,4.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,"Active"
36899,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","Interra Homes","INT",65,2029,"12-Dec",12,"December","Dec",0,3,0.00,3.00,3,0.00,0.00,0,0,3.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,3.00,"Active"
36967,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","JTB Homes","JTB",65,2030,"1-Jan",1,"January","Jan",0,4,0.00,4.00,4,0.00,0.00,0,0,4.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,"Active"
36910,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","Interra Homes","INT",65,2030,"1-Jan",1,"January","Jan",0,3,0.00,3.00,3,0.00,0.00,0,0,3.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,3.00,"Active"
36969,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","JTB Homes","JTB",65,2030,"2-Feb",2,"February","Feb",0,4,0.00,4.00,4,1.00,0.00,0,0,4.00,0.00,0.00,1.00,0.00,3.00,0.00,3.00,3.00,"Active"
36911,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","Interra Homes","INT",65,2030,"2-Feb",2,"February","Feb",0,3,0.00,3.00,3,0.00,0.00,0,0,3.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,3.00,"Active"
36968,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","JTB Homes","JTB",65,2030,"3-Mar",3,"March","Mar",0,3,0.00,3.00,3,1.00,0.00,0,0,3.00,0.00,0.00,1.00,0.00,2.00,0.00,2.00,2.00,"Active"
36909,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","Interra Homes","INT",65,2030,"3-Mar",3,"March","Mar",0,3,0.00,3.00,3,1.00,0.00,0,0,3.00,0.00,0.00,1.00,0.00,2.00,0.00,2.00,2.00,"Active"
36966,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","JTB Homes","JTB",65,2030,"4-Apr",4,"April","Apr",0,2,0.00,2.00,2,1.00,0.00,0,0,2.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,"Active"
36908,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","Interra Homes","INT",65,2030,"4-Apr",4,"April","Apr",0,2,0.00,2.00,2,1.00,0.00,0,0,2.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,"Active"
36965,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","JTB Homes","JTB",65,2030,"5-May",5,"May","May",0,1,0.00,1.00,1,1.00,0.00,0,0,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,"Active"
36907,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","Interra Homes","INT",65,2030,"5-May",5,"May","May",0,1,0.00,1.00,1,1.00,0.00,0,0,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,"Active"
36970,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","JTB Homes","JTB",65,2030,"6-Jun",6,"June","Jun",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Active"
36906,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","Interra Homes","INT",65,2030,"6-Jun",6,"June","Jun",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Active"
36961,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","JTB Homes","JTB",65,2030,"7-Jul",7,"July","Jul",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Active"
36905,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","Interra Homes","INT",65,2030,"7-Jul",7,"July","Jul",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Active"
36964,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","JTB Homes","JTB",65,2030,"8-Aug",8,"August","Aug",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Active"
36900,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","Interra Homes","INT",65,2030,"8-Aug",8,"August","Aug",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Active"
36963,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","JTB Homes","JTB",65,2030,"9-Sep",9,"September","Sep",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Active"
36904,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","Interra Homes","INT",65,2030,"9-Sep",9,"September","Sep",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Active"
36960,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","JTB Homes","JTB",65,2030,"10-Oct",10,"October","Oct",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Active"
36903,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","Interra Homes","INT",65,2030,"10-Oct",10,"October","Oct",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Active"
36962,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","JTB Homes","JTB",65,2030,"11-Nov",11,"November","Nov",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Active"
36902,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","Interra Homes","INT",65,2030,"11-Nov",11,"November","Nov",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Active"
36971,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","JTB Homes","JTB",65,2030,"12-Dec",12,"December","Dec",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Active"
36901,"Caledonia","CALE","A","Kent","Whitneyville Investors LLC","Kettle Preserve","Internal","INT","Single Family","SF","Interra Homes","INT",65,2030,"12-Dec",12,"December","Dec",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Active"
6410,"OFFSITE","XXXX",,"OFFSITE","OFFSITE","OFFSITE","OFFSITE","XXX","OFFSITE","XX","JTB Homes","JTB",67,2023,"1-Jan",1,"January","Jan",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OFFSITE"
6411,"OFFSITE","XXXX",,"OFFSITE","OFFSITE","OFFSITE","OFFSITE","XXX","OFFSITE","XX","JTB Homes","JTB",67,2023,"2-Feb",2,"February","Feb",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OFFSITE"
6412,"OFFSITE","XXXX",,"OFFSITE","OFFSITE","OFFSITE","OFFSITE","XXX","OFFSITE","XX","JTB Homes","JTB",67,2023,"3-Mar",3,"March","Mar",0,1,0.00,1.00,1,1.00,0.00,0,0,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OFFSITE"
6413,"OFFSITE","XXXX",,"OFFSITE","OFFSITE","OFFSITE","OFFSITE","XXX","OFFSITE","XX","JTB Homes","JTB",67,2023,"4-Apr",4,"April","Apr",0,1,0.00,1.00,1,1.00,0.00,0,0,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OFFSITE"
6414,"OFFSITE","XXXX",,"OFFSITE","OFFSITE","OFFSITE","OFFSITE","XXX","OFFSITE","XX","JTB Homes","JTB",67,2023,"5-May",5,"May","May",0,1,0.00,1.00,1,1.00,0.00,0,0,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OFFSITE"
6415,"OFFSITE","XXXX",,"OFFSITE","OFFSITE","OFFSITE","OFFSITE","XXX","OFFSITE","XX","JTB Homes","JTB",67,2023,"6-Jun",6,"June","Jun",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OFFSITE"
6416,"OFFSITE","XXXX",,"OFFSITE","OFFSITE","OFFSITE","OFFSITE","XXX","OFFSITE","XX","JTB Homes","JTB",67,2023,"7-Jul",7,"July","Jul",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OFFSITE"
6417,"OFFSITE","XXXX",,"OFFSITE","OFFSITE","OFFSITE","OFFSITE","XXX","OFFSITE","XX","JTB Homes","JTB",67,2023,"8-Aug",8,"August","Aug",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OFFSITE"
6418,"OFFSITE","XXXX",,"OFFSITE","OFFSITE","OFFSITE","OFFSITE","XXX","OFFSITE","XX","JTB Homes","JTB",67,2023,"9-Sep",9,"September","Sep",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OFFSITE"
6419,"OFFSITE","XXXX",,"OFFSITE","OFFSITE","OFFSITE","OFFSITE","XXX","OFFSITE","XX","JTB Homes","JTB",67,2023,"10-Oct",10,"October","Oct",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OFFSITE"
6420,"OFFSITE","XXXX",,"OFFSITE","OFFSITE","OFFSITE","OFFSITE","XXX","OFFSITE","XX","JTB Homes","JTB",67,2023,"11-Nov",11,"November","Nov",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OFFSITE"
6421,"OFFSITE","XXXX",,"OFFSITE","OFFSITE","OFFSITE","OFFSITE","XXX","OFFSITE","XX","JTB Homes","JTB",67,2023,"12-Dec",12,"December","Dec",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OFFSITE"
7132,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","JTB Homes","JTB",68,2021,"1-Jan",1,"January","Jan",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7240,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","Interra Homes","INT",68,2021,"1-Jan",1,"January","Jan",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7133,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","JTB Homes","JTB",68,2021,"2-Feb",2,"February","Feb",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7241,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","Interra Homes","INT",68,2021,"2-Feb",2,"February","Feb",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7141,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","JTB Homes","JTB",68,2021,"3-Mar",3,"March","Mar",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7249,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","Interra Homes","INT",68,2021,"3-Mar",3,"March","Mar",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7134,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","JTB Homes","JTB",68,2021,"4-Apr",4,"April","Apr",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7242,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","Interra Homes","INT",68,2021,"4-Apr",4,"April","Apr",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7130,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","JTB Homes","JTB",68,2021,"5-May",5,"May","May",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7238,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","Interra Homes","INT",68,2021,"5-May",5,"May","May",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7135,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","JTB Homes","JTB",68,2021,"6-Jun",6,"June","Jun",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7243,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","Interra Homes","INT",68,2021,"6-Jun",6,"June","Jun",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7136,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","JTB Homes","JTB",68,2021,"7-Jul",7,"July","Jul",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7244,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","Interra Homes","INT",68,2021,"7-Jul",7,"July","Jul",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7137,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","JTB Homes","JTB",68,2021,"8-Aug",8,"August","Aug",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7245,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","Interra Homes","INT",68,2021,"8-Aug",8,"August","Aug",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7138,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","JTB Homes","JTB",68,2021,"9-Sep",9,"September","Sep",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7246,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","Interra Homes","INT",68,2021,"9-Sep",9,"September","Sep",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7139,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","JTB Homes","JTB",68,2021,"10-Oct",10,"October","Oct",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7247,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","Interra Homes","INT",68,2021,"10-Oct",10,"October","Oct",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7140,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","JTB Homes","JTB",68,2021,"11-Nov",11,"November","Nov",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7248,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","Interra Homes","INT",68,2021,"11-Nov",11,"November","Nov",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7131,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","JTB Homes","JTB",68,2021,"12-Dec",12,"December","Dec",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7239,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","Interra Homes","INT",68,2021,"12-Dec",12,"December","Dec",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7144,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","JTB Homes","JTB",68,2022,"1-Jan",1,"January","Jan",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7252,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","Interra Homes","INT",68,2022,"1-Jan",1,"January","Jan",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7145,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","JTB Homes","JTB",68,2022,"2-Feb",2,"February","Feb",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7253,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","Interra Homes","INT",68,2022,"2-Feb",2,"February","Feb",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7153,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","JTB Homes","JTB",68,2022,"3-Mar",3,"March","Mar",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7261,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","Interra Homes","INT",68,2022,"3-Mar",3,"March","Mar",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7146,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","JTB Homes","JTB",68,2022,"4-Apr",4,"April","Apr",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7254,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","Interra Homes","INT",68,2022,"4-Apr",4,"April","Apr",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7142,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","JTB Homes","JTB",68,2022,"5-May",5,"May","May",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7250,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","Interra Homes","INT",68,2022,"5-May",5,"May","May",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
7147,"OTHER","ZZZZ",,"OTHER","OTHER","OTHER","OTHER","ZZZ","OTHER","ZZ","JTB Homes","JTB",68,2022,"6-Jun",6,"June","Jun",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"OTHER"
